The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Andres V.,1.0,5/1/2024,"Performative staff, the quintessential passive-aggressive cool kids manager, speaks to Latino employees like they're dumb and have no senses. Yay, how liberal!"
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Kai H.,1.0,2/10/2024,i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Alex H.,1.0,12/23/2023,I go to this place often to grab some oysters. Usually have a great experience. Whoever was the hostess tonight made me never want to return. I walk in at 10:25 to be seated and am told their kitchen closes at 10:30. Which is odd cause I've never been told this especially cause I only order oysters and a few drink around this time and day. Needless to say I won't be back.
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,emily c.,1.0,10/11/2023,"I am still reeling from shock of how horribly myself and my family were treated. I, visibly pregnant, was seated at a table with a bench on one side and 2 chairs on the other. My 2yo and 5yo were both sitting with me on the bench side waiting for my husband to arrive. There were 3 other similar tables next to us, all still unseated. The hostess kindly brought us crayons for my children to color on the paper laid across the table. My daughter was coloring, never straying once from our table. My son was guardian of the crayons. On three occasions, my *near 2yo* screamed loudly ""MINE!"" when my daughter went for a crayon. I am well aware this is less than ideal. It is a phase he is in, screeching any time he is excited or mad or expressing emotions. Before and after each of those moments, he was calm and happy and just fine. Each time he did it, I did my best to get him to stop immediately. We had been there all but 10 minutes. The manager, Christopher Fischbach, approached me and said ""You are going to have to reign this in."" I asked ""excuse me?"" And he said ""you are going to have to reign this in. We can't have your children running around and the screaming will have to stop."" I replied that my daughter hadn't left the table once and then asked how he suggest I stop my not yet 2yo son from screaming?"" He said he didn't know. I asked ""and what if I can't? Will we be escorted out?"" And he said ""if it is excessive, maybe so. We have to seat these other tables.""At this point I was so incredulous, I could not believe this was being said to a paying customer, let alone the fact that a child was being targeted. I asked if this was routine for them, he did not reply and he walked away. I still cannot believe this happened. I am appalled. I am ashamed to say that we stayed, but I refuse to be bullied. Yeah, they got my money, but I have my dignity. And I hope Christopher (who, no, does not have children of his own) treats families trying their absolute best with the respect they deserve moving forward. He was a pretty massive disappointment to humanity tonight.Do yourself a favor and don't waste your money here. The food was not remotely worth what they lack entirely in service."
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Spider M.,1.0,1/15/2023,"Transphobic environment. As you've probably gathered, my partner is a transgender woman and I fully support/love her, we were eating at the Old Spaghetti Factory in Southcenter when my partner said she felt someone staring at her, I was going to assure her that kno one was staring, however, I was appalled to see this kid working there standing in the kitchen entrance pointing at her, I stared the kid down until he walked away. I immediately asked for the manager, the manager who came over to help us was completely drunk, he asked us if we were sure he was pointing at us, and he offered to pay for our food. This place is a whole bundle of bad memories for us now. Time to go to Cheesecake Factory instead."
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Steve K.,1.0,9/13/2022,"No sign out front. Just a door painted pink. When we finally found it, it wasn't open yet but someone came to the door and said that if we wanted to wait until they opened in 20 minutes we probably couldn't get seated right away because we didn't have reservations. Kind of a snotty attitude as well. So we just walked away."
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Robster G.,1.0,7/4/2022,"The food and service doesn't matter for this review. Our waitress wore a t-shirt that said ""My Body, My Choice, My Abortion"". I don't care what your beliefs on this topic are. Any establishment with such little class and decency that would allow an employee to dress like this isn't worthy of visiting. Shameful."
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Jacob L.,1.0,3/15/2022,This is the worst restaurant I have ever been too. I would give them negative stars if I could.
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Helen B.,1.0,5/30/2021,If I could give thus place zero stars I would. They are racist!!!!DO NOT EAT HERE!!!!!
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Mickey M.,1.0,6/20/2020,I went there and I noticed the door. IT WASN'T PINK! Why?! Please paint it pink! Never go here again if they don't paint this door!
Biang Biang Noodles,https://www.yelp.com/not_recommended_reviews/biang-biang-noodles-seattle-2?not_recommended_start=0,Nomstradamus ..,1.0,6/28/2021,They're super rude. I have a text minimum so I'll say it again. They're super rudeThey're super rudeThey're super rudeThey're super rude
Biang Biang Noodles,https://www.yelp.com/not_recommended_reviews/biang-biang-noodles-seattle-2?not_recommended_start=0,Sherry K.,2.0,2/26/2023,Not sure why this is rated so high :/ Noodles were just okay.
Biang Biang Noodles,https://www.yelp.com/not_recommended_reviews/biang-biang-noodles-seattle-2?not_recommended_start=0,Amy W.,2.0,12/17/2022,"Service was quick and firm, but leave a lot to eat. Dry mix mala noodles come out hot and watery, it's funny to call it ""mala"". Popcorn Chicken with Honey Mustard... All in all, this was the top seller among the many Biang Biang-style noodle joints across the country.(original)The service was quick and good, but the food left much to be desired. The dry mix mala noodle turns out to be lukewarm water, and it is called ""mala"" and spoken. The popcorn chicken was served with martyr's heads... Overall, these are the highest-grossing of all Biang-style noodle joints to visit across the country."
Biang Biang Noodles,https://www.yelp.com/not_recommended_reviews/biang-biang-noodles-seattle-2?not_recommended_start=0,Punam P.,2.0,3/14/2022,Was not impressed with the meal. Ordered it this evening and it just seemed oily more than anything.
Biang Biang Noodles,https://www.yelp.com/not_recommended_reviews/biang-biang-noodles-seattle-2?not_recommended_start=0,Chen C.,3.0,1/28/2024,"My visit to Biang Biang Noodle left me with mixed feelings. While the wait time after ordering was a bit lengthy, clocking in at 25 minutes for a bowl of noodles, the taste was okay, though not particularly surprising. Unfortunately, the Popcorn Chicken didn't live up to expectations; it's definitely not recommended as it didn't taste like it was supposed to.To add to the disappointments, my Mike tea never arrived, but the server promptly addressed it by removing it from the bill. Getting water refilled proved challenging, possibly due to a busy time and a shortage of servers during the shift. Despite these drawbacks, the server's attentiveness in handling issues and the acceptable noodle taste make me consider giving Biang Biang Noodle another chance, hoping for improvements. Three stars for now."
Biang Biang Noodles,https://www.yelp.com/not_recommended_reviews/biang-biang-noodles-seattle-2?not_recommended_start=0,R. W.,3.0,10/1/2023,"High prices, stingy portions, and good food. Parking is a bi+@h, too. Not a winning combo."
Biang Biang Noodles,https://www.yelp.com/not_recommended_reviews/biang-biang-noodles-seattle-2?not_recommended_start=0,Briana D.,3.0,8/21/2023,Food was ok. It wasn't terrible but definitely wouldn't be high on my list to go back.
Biang Biang Noodles,https://www.yelp.com/not_recommended_reviews/biang-biang-noodles-seattle-2?not_recommended_start=0,Calvin L.,4.0,2/13/2025,"The prices for the food are quite reasonable, which is definitely a plus. However, I found that the flavors didn't quite meet my expectations and could use some improvement. Despite this, I appreciate the value offered and plan to come back to give it another chance, hoping for a better experience next time."
Biang Biang Noodles,https://www.yelp.com/not_recommended_reviews/biang-biang-noodles-seattle-2?not_recommended_start=0,Sue Y.,4.0,1/10/2025,Yum!!! Large portions and fast service. Came with friends on a weekday for a late dinner and I got the dry mala- spicy and good!
Biang Biang Noodles,https://www.yelp.com/not_recommended_reviews/biang-biang-noodles-seattle-2?not_recommended_start=0,Yvo Z.,4.0,1/4/2025,Food price is reasonable but not the very best taste of food.I will come back and try again if i can give it 5 stars
Nue,https://www.yelp.com/not_recommended_reviews/nue-seattle?not_recommended_start=0,Joel S.,1.0,4/27/2022,Went here for lunch and one of the staff was being rude to my friend. Would never come back again. There are so many ways to deal with customers but that was definitely not the one.
Nue,https://www.yelp.com/not_recommended_reviews/nue-seattle?not_recommended_start=0,Hasan A.,1.0,4/27/2022,Worst service ever. This place is good only for their food but not their service. Come here if you want to order to go only.
Nue,https://www.yelp.com/not_recommended_reviews/nue-seattle?not_recommended_start=0,Qiankang Z.,1.0,10/3/2021,We ordered the chicken wings and it was rawwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww­wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
Nue,https://www.yelp.com/not_recommended_reviews/nue-seattle?not_recommended_start=0,Nina L.,1.0,6/6/2019,Me and my friends we're very disappointed at their menu because we thought they have a lot of menu that we can choose but they didn't. We expected that they have soup either for lunch.
Nue,https://www.yelp.com/not_recommended_reviews/nue-seattle?not_recommended_start=0,Zehra B.,1.0,3/31/2018,"We were a party of three including my one year old son, and we were asked to move tables to accommodate a party of 10 during our meal as we were in between eating our food. We had pushed the food out of our sons reach and were probably taking up one extra seating. Plain simple rude to ask a customer to change seats while in the middle of a meal, completely ruined my appetite and my $70 down the drain!! Addressed issue with manager only to be told that a lie, that the party had a reservation. Never going back again!"
Nue,https://www.yelp.com/not_recommended_reviews/nue-seattle?not_recommended_start=0,S M.,2.0,12/6/2019,"The food was tasty, but not worth the high prices. Service was friendly but not very attentive."
Nue,https://www.yelp.com/not_recommended_reviews/nue-seattle?not_recommended_start=0,Nhi H.,3.0,7/30/2021,"I was really excited to come here after hearing from the a coworker about their food. I came here one night and knew I had to get the spicy jumbo wings, they good, but just drenched in fish sauce and it was just so heavily breaded that it wasn't much meat underneath. Now don't get me wrong, I can handle my fish suave being that I'm Vietnamese, but this was just too much for me. We also got the shrimp paste grilled on lemongrass stalks and that too was just way too over powering and made it almost too bitter to eat. Over all the decorations were fun and interesting to look at. The cocktails were mediocre. And the wait is always so long, there are better Thai restaurants in the area with no wait and food you can actually enjoy."
Nue,https://www.yelp.com/not_recommended_reviews/nue-seattle?not_recommended_start=0,Edwiny D.,3.0,5/4/2021,Ok the taste was pretty good but the food seemed to be not that fresh. Considering the allure of the restaurant I believe these things matter a lot. The food seems to be a bit uncooked and that made me notice the staleness of the food upon observation. I'll give it a 3/5.
Nue,https://www.yelp.com/not_recommended_reviews/nue-seattle?not_recommended_start=0,Ajay C.,3.0,6/30/2018,"Okay, don't take this review into account if you not a vegetarian.I really admire the ambience, vibes around this place. Totally loved it.But why 3 starts?Ordered -Cambodian Salor Kari Sap Curry : isn't exciting as it sounds. This is a Thai food. I could get this at a thai place for much cheaper price. Tastes great though.Price on this item was $20. Yes, you get less than half the portion you expect. Totally overpriced. Im still surprised about the ratings they have on yelp.If you still wanna try, go for it."
Nue,https://www.yelp.com/not_recommended_reviews/nue-seattle?not_recommended_start=0,Steven L.,4.0,9/5/2024,"Nue offers a delightful dining experience with its creative and diverse menu. The atmosphere is vibrant and welcoming, making it a great spot for both casual meals and special occasions. The dishes are flavorful and well-presented, showcasing a variety of global influences that make each visit unique. Service is generally attentive, though there can be a bit of a wait during busy times. Prices are reasonable for the quality of food you receive. Overall, Nue is a fantastic choice for anyone looking to enjoy a fun and flavorful meal in a lively setting."
Toulouse Petit Kitchen & Lounge,https://www.yelp.com/not_recommended_reviews/toulouse-petit-kitchen-and-lounge-seattle?not_recommended_start=0,Melissa A.,1.0,1/26/2025,"The food is okay, the service fair to good, but the management is racist and unhinged."
Toulouse Petit Kitchen & Lounge,https://www.yelp.com/not_recommended_reviews/toulouse-petit-kitchen-and-lounge-seattle?not_recommended_start=0,Angela S.,1.0,12/28/2024,Has rats and health code violations. Owner is a narc who incites violence on his Facebook business page.
Toulouse Petit Kitchen & Lounge,https://www.yelp.com/not_recommended_reviews/toulouse-petit-kitchen-and-lounge-seattle?not_recommended_start=0,Robert S.,1.0,9/29/2024,"Worst restaurant experience ever. Owner goes to social media to insult, berate and harass customers. They can't take ANY criticism whatsoever and treats customers and employees like dogshit. Wouldn't eat here if you paid me."
Toulouse Petit Kitchen & Lounge,https://www.yelp.com/not_recommended_reviews/toulouse-petit-kitchen-and-lounge-seattle?not_recommended_start=0,Marty D.,1.0,9/1/2024,Food poisoning. Nuff said
Toulouse Petit Kitchen & Lounge,https://www.yelp.com/not_recommended_reviews/toulouse-petit-kitchen-and-lounge-seattle?not_recommended_start=0,Jeff S.,1.0,1/2/2024,"My mother (who is an older woman and no longer has a job) ordered a gift card from here for me and my wife's anniversary. I called to ask them to refund it because it was more money than she should be spending.When I spoke with Lauren to have the gift card refunded back to my mother, she seemed more concerned with keeping her money because they refused to refund it."
Toulouse Petit Kitchen & Lounge,https://www.yelp.com/not_recommended_reviews/toulouse-petit-kitchen-and-lounge-seattle?not_recommended_start=0,Zeke H.,1.0,9/6/2023,"Upscale restaurant, decent food and prices but like many other restaurants in Seattle the environment is anti Black!"
Toulouse Petit Kitchen & Lounge,https://www.yelp.com/not_recommended_reviews/toulouse-petit-kitchen-and-lounge-seattle?not_recommended_start=0,Rebbeca S.,1.0,11/17/2022,Didn't enjoy the over priced food with a little less than okay hospitality. I wouldn't recommend it around the area there are some cheaper restaurants with much better food and portions.
Toulouse Petit Kitchen & Lounge,https://www.yelp.com/not_recommended_reviews/toulouse-petit-kitchen-and-lounge-seattle?not_recommended_start=0,Yuri G.,1.0,9/5/2020,"The service took forever, they forgot items, and it took an hour to get a check"
Toulouse Petit Kitchen & Lounge,https://www.yelp.com/not_recommended_reviews/toulouse-petit-kitchen-and-lounge-seattle?not_recommended_start=0,Givro E.,1.0,8/22/2020,"Food was fine, however I refuse to support a business that has an douche as an owner and doesn't take the safety of others seriously."
Toulouse Petit Kitchen & Lounge,https://www.yelp.com/not_recommended_reviews/toulouse-petit-kitchen-and-lounge-seattle?not_recommended_start=0,Marci E.,1.0,3/18/2020,"Used to love the restaurant, now I am fully aware that the guy that owns it is a complete douche. I will NEVER eat at any of his restaurants and neither will my clients or groups I bring to Seattle. He is exactly what this world doesn't need....close the place down...move to another city, you do not belong here!"
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Andres V.,1.0,5/1/2024,"Performative staff, the quintessential passive-aggressive cool kids manager, speaks to Latino employees like they're dumb and have no senses. Yay, how liberal!"
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Kai H.,1.0,2/10/2024,i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate i hate
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Alex H.,1.0,12/23/2023,I go to this place often to grab some oysters. Usually have a great experience. Whoever was the hostess tonight made me never want to return. I walk in at 10:25 to be seated and am told their kitchen closes at 10:30. Which is odd cause I've never been told this especially cause I only order oysters and a few drink around this time and day. Needless to say I won't be back.
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,emily c.,1.0,10/11/2023,"I am still reeling from shock of how horribly myself and my family were treated. I, visibly pregnant, was seated at a table with a bench on one side and 2 chairs on the other. My 2yo and 5yo were both sitting with me on the bench side waiting for my husband to arrive. There were 3 other similar tables next to us, all still unseated. The hostess kindly brought us crayons for my children to color on the paper laid across the table. My daughter was coloring, never straying once from our table. My son was guardian of the crayons. On three occasions, my *near 2yo* screamed loudly ""MINE!"" when my daughter went for a crayon. I am well aware this is less than ideal. It is a phase he is in, screeching any time he is excited or mad or expressing emotions. Before and after each of those moments, he was calm and happy and just fine. Each time he did it, I did my best to get him to stop immediately. We had been there all but 10 minutes. The manager, Christopher Fischbach, approached me and said ""You are going to have to reign this in."" I asked ""excuse me?"" And he said ""you are going to have to reign this in. We can't have your children running around and the screaming will have to stop."" I replied that my daughter hadn't left the table once and then asked how he suggest I stop my not yet 2yo son from screaming?"" He said he didn't know. I asked ""and what if I can't? Will we be escorted out?"" And he said ""if it is excessive, maybe so. We have to seat these other tables.""At this point I was so incredulous, I could not believe this was being said to a paying customer, let alone the fact that a child was being targeted. I asked if this was routine for them, he did not reply and he walked away. I still cannot believe this happened. I am appalled. I am ashamed to say that we stayed, but I refuse to be bullied. Yeah, they got my money, but I have my dignity. And I hope Christopher (who, no, does not have children of his own) treats families trying their absolute best with the respect they deserve moving forward. He was a pretty massive disappointment to humanity tonight.Do yourself a favor and don't waste your money here. The food was not remotely worth what they lack entirely in service."
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Spider M.,1.0,1/15/2023,"Transphobic environment. As you've probably gathered, my partner is a transgender woman and I fully support/love her, we were eating at the Old Spaghetti Factory in Southcenter when my partner said she felt someone staring at her, I was going to assure her that kno one was staring, however, I was appalled to see this kid working there standing in the kitchen entrance pointing at her, I stared the kid down until he walked away. I immediately asked for the manager, the manager who came over to help us was completely drunk, he asked us if we were sure he was pointing at us, and he offered to pay for our food. This place is a whole bundle of bad memories for us now. Time to go to Cheesecake Factory instead."
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Steve K.,1.0,9/13/2022,"No sign out front. Just a door painted pink. When we finally found it, it wasn't open yet but someone came to the door and said that if we wanted to wait until they opened in 20 minutes we probably couldn't get seated right away because we didn't have reservations. Kind of a snotty attitude as well. So we just walked away."
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Robster G.,1.0,7/4/2022,"The food and service doesn't matter for this review. Our waitress wore a t-shirt that said ""My Body, My Choice, My Abortion"". I don't care what your beliefs on this topic are. Any establishment with such little class and decency that would allow an employee to dress like this isn't worthy of visiting. Shameful."
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Jacob L.,1.0,3/15/2022,This is the worst restaurant I have ever been too. I would give them negative stars if I could.
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Helen B.,1.0,5/30/2021,If I could give thus place zero stars I would. They are racist!!!!DO NOT EAT HERE!!!!!
The Pink Door,https://www.yelp.com/not_recommended_reviews/the-pink-door-seattle-4?not_recommended_start=0,Mickey M.,1.0,6/20/2020,I went there and I noticed the door. IT WASN'T PINK! Why?! Please paint it pink! Never go here again if they don't paint this door!
Biang Biang Noodles,https://www.yelp.com/not_recommended_reviews/biang-biang-noodles-seattle-2?not_recommended_start=0,Nomstradamus ..,1.0,6/28/2021,They're super rude. I have a text minimum so I'll say it again. They're super rudeThey're super rudeThey're super rudeThey're super rude
Biang Biang Noodles,https://www.yelp.com/not_recommended_reviews/biang-biang-noodles-seattle-2?not_recommended_start=0,Sherry K.,2.0,2/26/2023,Not sure why this is rated so high :/ Noodles were just okay.
Biang Biang Noodles,https://www.yelp.com/not_recommended_reviews/biang-biang-noodles-seattle-2?not_recommended_start=0,Amy W.,2.0,12/17/2022,"Service was quick and firm, but leave a lot to eat. Dry mix mala noodles come out hot and watery, it's funny to call it ""mala"". Popcorn Chicken with Honey Mustard... All in all, this was the top seller among the many Biang Biang-style noodle joints across the country.(original)The service was quick and good, but the food left much to be desired. The dry mix mala noodle turns out to be lukewarm water, and it is called ""mala"" and spoken. The popcorn chicken was served with martyr's heads... Overall, these are the highest-grossing of all Biang-style noodle joints to visit across the country."
Biang Biang Noodles,https://www.yelp.com/not_recommended_reviews/biang-biang-noodles-seattle-2?not_recommended_start=0,Punam P.,2.0,3/14/2022,Was not impressed with the meal. Ordered it this evening and it just seemed oily more than anything.
Biang Biang Noodles,https://www.yelp.com/not_recommended_reviews/biang-biang-noodles-seattle-2?not_recommended_start=0,Chen C.,3.0,1/28/2024,"My visit to Biang Biang Noodle left me with mixed feelings. While the wait time after ordering was a bit lengthy, clocking in at 25 minutes for a bowl of noodles, the taste was okay, though not particularly surprising. Unfortunately, the Popcorn Chicken didn't live up to expectations; it's definitely not recommended as it didn't taste like it was supposed to.To add to the disappointments, my Mike tea never arrived, but the server promptly addressed it by removing it from the bill. Getting water refilled proved challenging, possibly due to a busy time and a shortage of servers during the shift. Despite these drawbacks, the server's attentiveness in handling issues and the acceptable noodle taste make me consider giving Biang Biang Noodle another chance, hoping for improvements. Three stars for now."
